tweets,,,,,,,,,,,tweets ,,,,,username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,
"audubonsociety;2015-04-29 17:30;13;13;""Help track how hummingbirds are affected by # climatechange with Hummingbirds at Home http://ow.ly/M8vFD"";;;#;""593542894465753088"";https://twitter.com/audubonsociety/status/593542894465753088 ",,,,,,,,,,,"audubonsociety;2015-04-29 17:30;13;13;""Help track how hummingbirds are affected by # climatechange with Hummingbirds at Home http://ow.ly/M8vFD"";;;#;""593542894465753088"";https://twitter.com/audubonsociety/status/593542894465753088  ",,,,,"audubonsociety;2015-04-29 17:30;13;13;""Help track how hummingbirds are affected by # climatechange with Hummingbirds at Home http://ow.ly/M8vFD"";;;#;""593542894465753088"";https://twitter.com/audubonsociety/status/593542894465753088",,,
"Jackthelad1947;2015-04-29 17:30;6;1;""Climate change as a moral issue for business. # Auspol # Denial101x http://wp.me/p4fd5i-JK"";;;# #;""593542883308802049"";https://twitter.com/Jackthelad1947/status/593542883308802049 ",,,,,,,,,,,"Jackthelad1947;2015-04-29 17:30;6;1;""Climate change as a moral issue for business. # Auspol # Denial101x http://wp.me/p4fd5i-JK"";;;# #;""593542883308802049"";https://twitter.com/Jackthelad1947/status/593542883308802049  ",,,,,"Jackthelad1947;2015-04-29 17:30;6;1;""Climate change as a moral issue for business. # Auspol # Denial101x http://wp.me/p4fd5i-JK"";;;# #;""593542883308802049"";https://twitter.com/Jackthelad1947/status/593542883308802049",,,
"Em_Matsu;2015-04-29 17:30;0;0;""Address by Mr. Ibrahim Thiaw at the Ninth Conference on Community-based Adaptation to Climate Change - UNEP https://shar.es/1px99W"";;;;""593542880326602752"";https://twitter.com/Em_Matsu/status/593542880326602752 ",,,,,,,,,,,"Em_Matsu;2015-04-29 17:30;0;0;""Address by Mr. Ibrahim Thiaw at the Ninth Conference on Community-based Adaptation to Climate Change - UNEP https://shar.es/1px99W"";;;;""593542880326602752"";https://twitter.com/Em_Matsu/status/593542880326602752  ",,,,,"Em_Matsu;2015-04-29 17:30;0;0;""Address by Mr. Ibrahim Thiaw at the Ninth Conference on Community-based Adaptation to Climate Change - UNEP https://shar.es/1px99W"";;;;""593542880326602752"";https://twitter.com/Em_Matsu/status/593542880326602752",,,
"F_GR01;2015-04-29 17:30;0;0;""Ben Heard Eco-modernist http://youtu.be/HEkgnadrSdQ  &lt;&lt; Open your mind & watch this is a real solution to # climatechange"";;;#;""593542876119851008"";https://twitter.com/F_GR01/status/593542876119851008 ",,,,,,,,,,,"F_GR01;2015-04-29 17:30;0;0;""Ben Heard Eco-modernist http://youtu.be/HEkgnadrSdQ  &lt;&lt; Open your mind & watch this is a real solution to # climatechange"";;;#;""593542876119851008"";https://twitter.com/F_GR01/status/593542876119851008  ",,,,,"F_GR01;2015-04-29 17:30;0;0;""Ben Heard Eco-modernist http://youtu.be/HEkgnadrSdQ  &lt;&lt; Open your mind & watch this is a real solution to # climatechange"";;;#;""593542876119851008"";https://twitter.com/F_GR01/status/593542876119851008",,,
"thekirkshow;2015-04-29 17:30;1;1;""# VATICAN URGES ACTION ON # ClimateChange Now  how to get everyone else on board? # EthicsAsylum http://buff.ly/1PYvoYA pic.twitter.com/dtwaW0ZzNz"";;;# # #;""593542825628835840"";https://twitter.com/thekirkshow/status/593542825628835840",,,,,,,,,,,"thekirkshow;2015-04-29 17:30;1;1;""# VATICAN URGES ACTION ON # ClimateChange Now  how to get everyone else on board? # EthicsAsylum http://buff.ly/1PYvoYA pic.twitter.com/dtwaW0ZzNz"";;;# # #;""593542825628835840"";https://twitter.com/thekirkshow/status/593542825628835840 ",,,,,"thekirkshow;2015-04-29 17:30;1;1;""# VATICAN URGES ACTION ON # ClimateChange Now"," how to get everyone else on board? # EthicsAsylum http://buff.ly/1PYvoYA pic.twitter.com/dtwaW0ZzNz"";;;# # #;""593542825628835840"";https://twitter.com/thekirkshow/status/593542825628835840",,
"homodataonline;2015-04-29 17:30;0;0;""Elizabeth Warren and other Democrats failing on climate change  report claims http://buff.ly/1bErzJa"";;;;""593542816988581889"";https://twitter.com/homodataonline/status/593542816988581889",,,,,,,,,,,"homodataonline;2015-04-29 17:30;0;0;""Elizabeth Warren and other Democrats failing on climate change  report claims http://buff.ly/1bErzJa"";;;;""593542816988581889"";https://twitter.com/homodataonline/status/593542816988581889 ",,,,,"homodataonline;2015-04-29 17:30;0;0;""Elizabeth Warren and other Democrats failing on climate change"," report claims http://buff.ly/1bErzJa"";;;;""593542816988581889"";https://twitter.com/homodataonline/status/593542816988581889",,
"NELA_Australia;2015-04-29 17:30;1;2;""Why do we find it hard to care about climate change? http://www.theguardian.com/environment/audio/2015/apr/29/podcast-biggest-story-psychology-episode6 …"";;;;""593542807714799616"";https://twitter.com/NELA_Australia/status/593542807714799616 ",,,,,,,,,,,"NELA_Australia;2015-04-29 17:30;1;2;""Why do we find it hard to care about climate change? http://www.theguardian.com/environment/audio/2015/apr/29/podcast-biggest-story-psychology-episode6 …"";;;;""593542807714799616"";https://twitter.com/NELA_Australia/status/593542807714799616  ",,,,,"NELA_Australia;2015-04-29 17:30;1;2;""Why do we find it hard to care about climate change? http://www.theguardian.com/environment/audio/2015/apr/29/podcast-biggest-story-psychology-episode6 …"";;;;""593542807714799616"";https://twitter.com/NELA_Australia/status/593542807714799616",,,
"TheNukeNewsBot;2015-04-29 17:30;0;0;""Former Bush EPA chief says Watts Bar  nuclear power helps deal with climate change http://ift.tt/1Ai4Ecv"";;;;""593542785283846144"";https://twitter.com/TheNukeNewsBot/status/593542785283846144",,,,,,,,,,,"TheNukeNewsBot;2015-04-29 17:30;0;0;""Former Bush EPA chief says Watts Bar  nuclear power helps deal with climate change http://ift.tt/1Ai4Ecv"";;;;""593542785283846144"";https://twitter.com/TheNukeNewsBot/status/593542785283846144 ",,,,,"TheNukeNewsBot;2015-04-29 17:30;0;0;""Former Bush EPA chief says Watts Bar"," nuclear power helps deal with climate change http://ift.tt/1Ai4Ecv"";;;;""593542785283846144"";https://twitter.com/TheNukeNewsBot/status/593542785283846144",,
"SASB;2015-04-29 17:30;6;1;""# Sustainability news: @ Energy-supported # CarbonCapture projects have stored 10M mtCO2 http://hubs.ly/y0Lsf30 # CCS # climatechange"";;@;# # # #;""593542784801501184"";https://twitter.com/SASB/status/593542784801501184 ",,,,,,,,,,,"SASB;2015-04-29 17:30;6;1;""# Sustainability news: @ Energy-supported # CarbonCapture projects have stored 10M mtCO2 http://hubs.ly/y0Lsf30 # CCS # climatechange"";;@;# # # #;""593542784801501184"";https://twitter.com/SASB/status/593542784801501184  ",,,,,"SASB;2015-04-29 17:30;6;1;""# Sustainability news: @ Energy-supported # CarbonCapture projects have stored 10M mtCO2 http://hubs.ly/y0Lsf30 # CCS # climatechange"";;@;# # # #;""593542784801501184"";https://twitter.com/SASB/status/593542784801501184",,,
"ryanpedlow;2015-04-29 17:29;0;0;""Climate change will significantly affect Australians’ health  report finds http://gu.com/p/48vmc/stw"";;;;""593542700369973249"";https://twitter.com/ryanpedlow/status/593542700369973249",,,,,,,,,,,"ryanpedlow;2015-04-29 17:29;0;0;""Climate change will significantly affect Australians’ health  report finds http://gu.com/p/48vmc/stw"";;;;""593542700369973249"";https://twitter.com/ryanpedlow/status/593542700369973249 ",,,,,"ryanpedlow;2015-04-29 17:29;0;0;""Climate change will significantly affect Australians’ health"," report finds http://gu.com/p/48vmc/stw"";;;;""593542700369973249"";https://twitter.com/ryanpedlow/status/593542700369973249",,
"calclimateag;2015-04-29 17:29;0;0;"". @ JerryBrownGov sets ambitious # ClimateChange targets  calls for natural infrastructure # adaptation solutions: http://www.sacbee.com/news/politics-government/capitol-alert/article19857609.html …"";;@;# #;""593542695076790272"";https://twitter.com/calclimateag/status/593542695076790272",,,,,,,,,,,"calclimateag;2015-04-29 17:29;0;0;"". @ JerryBrownGov sets ambitious # ClimateChange targets  calls for natural infrastructure # adaptation solutions: http://www.sacbee.com/news/politics-government/capitol-alert/article19857609.html …"";;@;# #;""593542695076790272"";https://twitter.com/calclimateag/status/593542695076790272 ",,,,,"calclimateag;2015-04-29 17:29;0;0;"". @ JerryBrownGov sets ambitious # ClimateChange targets"," calls for natural infrastructure # adaptation solutions: http://www.sacbee.com/news/politics-government/capitol-alert/article19857609.html …"";;@;# #;""593542695076790272"";https://twitter.com/calclimateag/status/593542695076790272",,
"ARbestsoc;2015-04-29 17:29;0;0;""The Pope weighs in on climate change and now gender pay inequality: http://www.washingtonpost.com/news/acts-of-faith/wp/2015/04/29/pope-francis-its-pure-scandal-that-women-earn-less-than-men-for-the-same-work/ … However door is still closed to women as priests."";;;;""593542549043740672"";https://twitter.com/ARbestsoc/status/593542549043740672 ",,,,,,,,,,,"ARbestsoc;2015-04-29 17:29;0;0;""The Pope weighs in on climate change and now gender pay inequality: http://www.washingtonpost.com/news/acts-of-faith/wp/2015/04/29/pope-francis-its-pure-scandal-that-women-earn-less-than-men-for-the-same-work/ … However door is still closed to women as priests."";;;;""593542549043740672"";https://twitter.com/ARbestsoc/status/593542549043740672  ",,,,,"ARbestsoc;2015-04-29 17:29;0;0;""The Pope weighs in on climate change and now gender pay inequality: http://www.washingtonpost.com/news/acts-of-faith/wp/2015/04/29/pope-francis-its-pure-scandal-that-women-earn-less-than-men-for-the-same-work/ … However door is still closed to women as priests."";;;;""593542549043740672"";https://twitter.com/ARbestsoc/status/593542549043740672",,,
"payalsampat;2015-04-29 17:28;0;0;""College students are making global warming a moral issue. Here's why that scares people. http://www.vox.com/2015/4/29/8512853/fossil-fuel-divestment?utm_campaign=vox&utm_content=article%3Atop&utm_medium=social&utm_source=twitter … # climatechange # divestment"";;;# #;""593542507872419840"";https://twitter.com/payalsampat/status/593542507872419840 ",,,,,,,,,,,"payalsampat;2015-04-29 17:28;0;0;""College students are making global warming a moral issue. Here's why that scares people. http://www.vox.com/2015/4/29/8512853/fossil-fuel-divestment?utm_campaign=vox&utm_content=article%3Atop&utm_medium=social&utm_source=twitter … # climatechange # divestment"";;;# #;""593542507872419840"";https://twitter.com/payalsampat/status/593542507872419840  ",,,,,"payalsampat;2015-04-29 17:28;0;0;""College students are making global warming a moral issue. Here's why that scares people. http://www.vox.com/2015/4/29/8512853/fossil-fuel-divestment?utm_campaign=vox&utm_content=article%3Atop&utm_medium=social&utm_source=twitter … # climatechange # divestment"";;;# #;""593542507872419840"";https://twitter.com/payalsampat/status/593542507872419840",,,
"AGreeAgPolicy;2015-04-29 17:28;0;0;""USDA Economists Call for More Genetic Research on Climate-resistant Crops --ClimateWire # climatechange # biotechnology http://bit.ly/1bfDVXx"";;;# #;""593542497906864128"";https://twitter.com/AGreeAgPolicy/status/593542497906864128 ",,,,,,,,,,,"AGreeAgPolicy;2015-04-29 17:28;0;0;""USDA Economists Call for More Genetic Research on Climate-resistant Crops --ClimateWire # climatechange # biotechnology http://bit.ly/1bfDVXx"";;;# #;""593542497906864128"";https://twitter.com/AGreeAgPolicy/status/593542497906864128  ",,,,,"AGreeAgPolicy;2015-04-29 17:28;0;0;""USDA Economists Call for More Genetic Research on Climate-resistant Crops --ClimateWire # climatechange # biotechnology http://bit.ly/1bfDVXx"";;;# #;""593542497906864128"";https://twitter.com/AGreeAgPolicy/status/593542497906864128",,,
"TheRichardDoyle;2015-04-29 17:28;0;0;""Climate change: Weather extremes linked to warming http://s.doyle.media/9bx2Rn"";;;;""593542437261352962"";https://twitter.com/TheRichardDoyle/status/593542437261352962 ",,,,,,,,,,,"TheRichardDoyle;2015-04-29 17:28;0;0;""Climate change: Weather extremes linked to warming http://s.doyle.media/9bx2Rn"";;;;""593542437261352962"";https://twitter.com/TheRichardDoyle/status/593542437261352962  ",,,,,"TheRichardDoyle;2015-04-29 17:28;0;0;""Climate change: Weather extremes linked to warming http://s.doyle.media/9bx2Rn"";;;;""593542437261352962"";https://twitter.com/TheRichardDoyle/status/593542437261352962",,,
"CARICOMClimate;2015-04-29 17:28;0;1;""In Belize  Climate Change Drives Coastal Management http://wp.me/p34kol-Ro"";;;;""593542383372935168"";https://twitter.com/CARICOMClimate/status/593542383372935168",,,,,,,,,,,"CARICOMClimate;2015-04-29 17:28;0;1;""In Belize  Climate Change Drives Coastal Management http://wp.me/p34kol-Ro"";;;;""593542383372935168"";https://twitter.com/CARICOMClimate/status/593542383372935168 ",,,,,"CARICOMClimate;2015-04-29 17:28;0;1;""In Belize"," Climate Change Drives Coastal Management http://wp.me/p34kol-Ro"";;;;""593542383372935168"";https://twitter.com/CARICOMClimate/status/593542383372935168",,
"oneillsj1;2015-04-29 17:28;0;0;""Are we still really debating the existence of climate change :-("";;;;""593542377895284736"";https://twitter.com/oneillsj1/status/593542377895284736 ",,,,,,,,,,,"oneillsj1;2015-04-29 17:28;0;0;""Are we still really debating the existence of climate change :-("";;;;""593542377895284736"";https://twitter.com/oneillsj1/status/593542377895284736  ",,,,,"oneillsj1;2015-04-29 17:28;0;0;""Are we still really debating the existence of climate change :-("";;;;""593542377895284736"";https://twitter.com/oneillsj1/status/593542377895284736",,,
"DrNikkiP;2015-04-29 17:28;0;0;""Climate change will significantly affect Australians’ health  report finds http://gu.com/p/48vmc"";;;;""593542361390718976"";https://twitter.com/DrNikkiP/status/593542361390718976",,,,,,,,,,,"DrNikkiP;2015-04-29 17:28;0;0;""Climate change will significantly affect Australians’ health  report finds http://gu.com/p/48vmc"";;;;""593542361390718976"";https://twitter.com/DrNikkiP/status/593542361390718976 ",,,,,"DrNikkiP;2015-04-29 17:28;0;0;""Climate change will significantly affect Australians’ health"," report finds http://gu.com/p/48vmc"";;;;""593542361390718976"";https://twitter.com/DrNikkiP/status/593542361390718976",,
"Surfhempster;2015-04-29 17:28;2;2;""@ denial101x ~ I am taking this course so that I can better understand dramatic climate changes with hopes to learn what to do to help. Thk U"";;@;;""593542352221949952"";https://twitter.com/Surfhempster/status/593542352221949952 ",,,,,,,,,,,"Surfhempster;2015-04-29 17:28;2;2;""@ denial101x ~ I am taking this course so that I can better understand dramatic climate changes with hopes to learn what to do to help. Thk U"";;@;;""593542352221949952"";https://twitter.com/Surfhempster/status/593542352221949952  ",,,,,"Surfhempster;2015-04-29 17:28;2;2;""@ denial101x ~ I am taking this course so that I can better understand dramatic climate changes with hopes to learn what to do to help. Thk U"";;@;;""593542352221949952"";https://twitter.com/Surfhempster/status/593542352221949952",,,
"EarthHourCARIB;2015-04-29 17:28;0;0;""In Belize  Climate Change Drives Coastal Management http://bit.ly/1EqIMQg"";;;;""593542333515243520"";https://twitter.com/EarthHourCARIB/status/593542333515243520",,,,,,,,,,,"EarthHourCARIB;2015-04-29 17:28;0;0;""In Belize  Climate Change Drives Coastal Management http://bit.ly/1EqIMQg"";;;;""593542333515243520"";https://twitter.com/EarthHourCARIB/status/593542333515243520 ",,,,,"EarthHourCARIB;2015-04-29 17:28;0;0;""In Belize"," Climate Change Drives Coastal Management http://bit.ly/1EqIMQg"";;;;""593542333515243520"";https://twitter.com/EarthHourCARIB/status/593542333515243520",,
"Hill60Bump;2015-04-29 17:28;0;1;""In Belize  Climate Change Drives Coastal Management http://bit.ly/1EqIMQg"";;;;""593542331946545153"";https://twitter.com/Hill60Bump/status/593542331946545153",,,,,,,,,,,"Hill60Bump;2015-04-29 17:28;0;1;""In Belize  Climate Change Drives Coastal Management http://bit.ly/1EqIMQg"";;;;""593542331946545153"";https://twitter.com/Hill60Bump/status/593542331946545153 ",,,,,"Hill60Bump;2015-04-29 17:28;0;1;""In Belize"," Climate Change Drives Coastal Management http://bit.ly/1EqIMQg"";;;;""593542331946545153"";https://twitter.com/Hill60Bump/status/593542331946545153",,
"nigel2john;2015-04-29 17:28;1;1;""@ SharonStevenage @AndySawfordMP Labour: 1m green jobs in climate change plan # HellYesEdpic.twitter.com/tHYIbNxNuq"";;@ @AndySawfordMP;#;""593542289290620929"";https://twitter.com/nigel2john/status/593542289290620929 ",,,,,,,,,,,"nigel2john;2015-04-29 17:28;1;1;""@ SharonStevenage @AndySawfordMP Labour: 1m green jobs in climate change plan # HellYesEdpic.twitter.com/tHYIbNxNuq"";;@ @AndySawfordMP;#;""593542289290620929"";https://twitter.com/nigel2john/status/593542289290620929  ",,,,,"nigel2john;2015-04-29 17:28;1;1;""@ SharonStevenage @AndySawfordMP Labour: 1m green jobs in climate change plan # HellYesEdpic.twitter.com/tHYIbNxNuq"";;@ @AndySawfordMP;#;""593542289290620929"";https://twitter.com/nigel2john/status/593542289290620929",,,
"olavkjorven;2015-04-29 17:28;1;1;""College students and the Pope are making climate change a moral issue - making some people freak out: http://ln.is/www.vox.com/2015/4/2/PsOOu …"";;;;""593542286862090240"";https://twitter.com/olavkjorven/status/593542286862090240 ",,,,,,,,,,,"olavkjorven;2015-04-29 17:28;1;1;""College students and the Pope are making climate change a moral issue - making some people freak out: http://ln.is/www.vox.com/2015/4/2/PsOOu …"";;;;""593542286862090240"";https://twitter.com/olavkjorven/status/593542286862090240  ",,,,,"olavkjorven;2015-04-29 17:28;1;1;""College students and the Pope are making climate change a moral issue - making some people freak out: http://ln.is/www.vox.com/2015/4/2/PsOOu …"";;;;""593542286862090240"";https://twitter.com/olavkjorven/status/593542286862090240",,,
"Truthbuster;2015-04-29 17:28;0;0;""FOR YOUR KIDS: # EPA Student's Guide to Global Climate Change http://www.epa.gov/climatestudents/ … # ClimateChange # p2 # uniteblue"";;;# # # #;""593542282206420992"";https://twitter.com/Truthbuster/status/593542282206420992 ",,,,,,,,,,,"Truthbuster;2015-04-29 17:28;0;0;""FOR YOUR KIDS: # EPA Student's Guide to Global Climate Change http://www.epa.gov/climatestudents/ … # ClimateChange # p2 # uniteblue"";;;# # # #;""593542282206420992"";https://twitter.com/Truthbuster/status/593542282206420992  ",,,,,"Truthbuster;2015-04-29 17:28;0;0;""FOR YOUR KIDS: # EPA Student's Guide to Global Climate Change http://www.epa.gov/climatestudents/ … # ClimateChange # p2 # uniteblue"";;;# # # #;""593542282206420992"";https://twitter.com/Truthbuster/status/593542282206420992",,,
"MissionClimate;2015-04-29 17:28;1;0;""# Mission: # Climate @home > Instal solar panels (by @ rainiangel) # ClimateChange # Tip # ClimateAction"";;@home @;# # # # #;""593542279471632384"";https://twitter.com/MissionClimate/status/593542279471632384 ",,,,,,,,,,,"MissionClimate;2015-04-29 17:28;1;0;""# Mission: # Climate @home > Instal solar panels (by @ rainiangel) # ClimateChange # Tip # ClimateAction"";;@home @;# # # # #;""593542279471632384"";https://twitter.com/MissionClimate/status/593542279471632384  ",,,,,"MissionClimate;2015-04-29 17:28;1;0;""# Mission: # Climate @home > Instal solar panels (by @ rainiangel) # ClimateChange # Tip # ClimateAction"";;@home @;# # # # #;""593542279471632384"";https://twitter.com/MissionClimate/status/593542279471632384",,,
"Science_Academy;2015-04-29 17:27;16;4;""We need to better manage the health risks of climate change. Read more from our new report here: https://www.science.org.au/news/climate-change-will-affect-vulnerable-people%E2%80%99s-health-most-academy … # climateandhealth"";;;#;""593542233208393729"";https://twitter.com/Science_Academy/status/593542233208393729 ",,,,,,,,,,,"Science_Academy;2015-04-29 17:27;16;4;""We need to better manage the health risks of climate change. Read more from our new report here: https://www.science.org.au/news/climate-change-will-affect-vulnerable-people%E2%80%99s-health-most-academy … # climateandhealth"";;;#;""593542233208393729"";https://twitter.com/Science_Academy/status/593542233208393729  ",,,,,"Science_Academy;2015-04-29 17:27;16;4;""We need to better manage the health risks of climate change. Read more from our new report here: https://www.science.org.au/news/climate-change-will-affect-vulnerable-people%E2%80%99s-health-most-academy … # climateandhealth"";;;#;""593542233208393729"";https://twitter.com/Science_Academy/status/593542233208393729",,,
"Junglefy;2015-04-29 17:27;0;0;""As climate change occurs  it's the most vulnerable who will be hit the hardest",,,,,,,,,,,"Junglefy;2015-04-29 17:27;0;0;""As climate change occurs  it's the most vulnerable who will be hit the hardest  according to @ Science_Academy https://www.science.org.au/node/466072#.VUFaAv6JiUl …"";;@;#;""593542219178450944"";https://twitter.com/Junglefy/status/593542219178450944",,,,,"Junglefy;2015-04-29 17:27;0;0;""As climate change occurs", it's the most vulnerable who will be hit the hardest," according to @ Science_Academy https://www.science.org.au/node/466072#.VUFaAv6JiUl …"";;@;#;""593542219178450944"";https://twitter.com/Junglefy/status/593542219178450944",
"MPCASuzanne;2015-04-29 17:27;1;2;""Great news about climate change: California's Governor commits to a 40% GHG reduction by 2030. http://fw.to/IgY7kIm"";;;;""593542109682016257"";https://twitter.com/MPCASuzanne/status/593542109682016257 ",,,,,,,,,,,"MPCASuzanne;2015-04-29 17:27;1;2;""Great news about climate change: California's Governor commits to a 40% GHG reduction by 2030. http://fw.to/IgY7kIm"";;;;""593542109682016257"";https://twitter.com/MPCASuzanne/status/593542109682016257  ",,,,,"MPCASuzanne;2015-04-29 17:27;1;2;""Great news about climate change: California's Governor commits to a 40% GHG reduction by 2030. http://fw.to/IgY7kIm"";;;;""593542109682016257"";https://twitter.com/MPCASuzanne/status/593542109682016257",,,
"StanSteam2;2015-04-29 17:27;0;0;""MT @ roccofazzari: Let's emulate Diggers' sacrifice to tackle # climatechange # auspol http://www.smh.com.au/comment/lets-emulate-diggers-sacrifice-to-tackle-climate-change-20150429-1mvr06.html …pic.twitter.com/EqkFTldkvk"";;@;# #;""593542077218037760"";https://twitter.com/StanSteam2/status/593542077218037760 ",,,,,,,,,,,"StanSteam2;2015-04-29 17:27;0;0;""MT @ roccofazzari: Let's emulate Diggers' sacrifice to tackle # climatechange # auspol http://www.smh.com.au/comment/lets-emulate-diggers-sacrifice-to-tackle-climate-change-20150429-1mvr06.html …pic.twitter.com/EqkFTldkvk"";;@;# #;""593542077218037760"";https://twitter.com/StanSteam2/status/593542077218037760  ",,,,,"StanSteam2;2015-04-29 17:27;0;0;""MT @ roccofazzari: Let's emulate Diggers' sacrifice to tackle # climatechange # auspol http://www.smh.com.au/comment/lets-emulate-diggers-sacrifice-to-tackle-climate-change-20150429-1mvr06.html …pic.twitter.com/EqkFTldkvk"";;@;# #;""593542077218037760"";https://twitter.com/StanSteam2/status/593542077218037760",,,
"sherrod_im;2015-04-29 17:27;0;2;""Climate change is real. http://fb.me/3WWsizIXF"";;;;""593542023635968000"";https://twitter.com/sherrod_im/status/593542023635968000 ",,,,,,,,,,,"sherrod_im;2015-04-29 17:27;0;2;""Climate change is real. http://fb.me/3WWsizIXF"";;;;""593542023635968000"";https://twitter.com/sherrod_im/status/593542023635968000  ",,,,,"sherrod_im;2015-04-29 17:27;0;2;""Climate change is real. http://fb.me/3WWsizIXF"";;;;""593542023635968000"";https://twitter.com/sherrod_im/status/593542023635968000",,,
"nigel2john;2015-04-29 17:26;0;0;""@ janemerrick23 @ Papajoe1407 Labour: 1m green jobs in climate change plan # HellYesEdpic.twitter.com/FcPbtLQxuM"";;@ @;#;""593541971060367362"";https://twitter.com/nigel2john/status/593541971060367362 ",,,,,,,,,,,"nigel2john;2015-04-29 17:26;0;0;""@ janemerrick23 @ Papajoe1407 Labour: 1m green jobs in climate change plan # HellYesEdpic.twitter.com/FcPbtLQxuM"";;@ @;#;""593541971060367362"";https://twitter.com/nigel2john/status/593541971060367362  ",,,,,"nigel2john;2015-04-29 17:26;0;0;""@ janemerrick23 @ Papajoe1407 Labour: 1m green jobs in climate change plan # HellYesEdpic.twitter.com/FcPbtLQxuM"";;@ @;#;""593541971060367362"";https://twitter.com/nigel2john/status/593541971060367362",,,
"mfisher096;2015-04-29 17:26;0;0;""California's Governor orders drastic cut in greenhouse gas emissions to combat climate change http://ind.pn/1dufUh6"";;;;""593541916358217728"";https://twitter.com/mfisher096/status/593541916358217728 ",,,,,,,,,,,"mfisher096;2015-04-29 17:26;0;0;""California's Governor orders drastic cut in greenhouse gas emissions to combat climate change http://ind.pn/1dufUh6"";;;;""593541916358217728"";https://twitter.com/mfisher096/status/593541916358217728  ",,,,,"mfisher096;2015-04-29 17:26;0;0;""California's Governor orders drastic cut in greenhouse gas emissions to combat climate change http://ind.pn/1dufUh6"";;;;""593541916358217728"";https://twitter.com/mfisher096/status/593541916358217728",,,
"SEARCH_Africa;2015-04-29 17:26;1;2;""Best reason for developing # healthcare sustainably: # Climate change will significantly affect health  report finds http://gu.com/p/48vmc/stw"";;;# #;""593541897752334336"";https://twitter.com/SEARCH_Africa/status/593541897752334336",,,,,,,,,,,"SEARCH_Africa;2015-04-29 17:26;1;2;""Best reason for developing # healthcare sustainably: # Climate change will significantly affect health  report finds http://gu.com/p/48vmc/stw"";;;# #;""593541897752334336"";https://twitter.com/SEARCH_Africa/status/593541897752334336 ",,,,,"SEARCH_Africa;2015-04-29 17:26;1;2;""Best reason for developing # healthcare sustainably: # Climate change will significantly affect health"," report finds http://gu.com/p/48vmc/stw"";;;# #;""593541897752334336"";https://twitter.com/SEARCH_Africa/status/593541897752334336",,
"Starbuck;2015-04-29 17:26;4;2;""Whitehouse threatens veto energy bill  'drastically underfunds critical investments' in clean energy",,,,,,,,,,,"Starbuck;2015-04-29 17:26;4;2;""Whitehouse threatens veto energy bill  'drastically underfunds critical investments' in clean energy  # climate change http://1.usa.gov/1bDtXjg"";;;#;""593541786502504449"";https://twitter.com/Starbuck/status/593541786502504449",,,,,"Starbuck;2015-04-29 17:26;4;2;""Whitehouse threatens veto energy bill", 'drastically underfunds critical investments' in clean energy," # climate change http://1.usa.gov/1bDtXjg"";;;#;""593541786502504449"";https://twitter.com/Starbuck/status/593541786502504449",
"TheCVF;2015-04-29 17:25;7;1;""# climatechange may = most serious # humanrights challenge today http://bit.ly/1FyDHYb  @MRFCJ @ URGthinktank @ TheCVFpic.twitter.com/VTahCWDW5s"";;@MRFCJ @ @;# #;""593541732891009024"";https://twitter.com/TheCVF/status/593541732891009024 ",,,,,,,,,,,"TheCVF;2015-04-29 17:25;7;1;""# climatechange may = most serious # humanrights challenge today http://bit.ly/1FyDHYb  @MRFCJ @ URGthinktank @ TheCVFpic.twitter.com/VTahCWDW5s"";;@MRFCJ @ @;# #;""593541732891009024"";https://twitter.com/TheCVF/status/593541732891009024  ",,,,,"TheCVF;2015-04-29 17:25;7;1;""# climatechange may = most serious # humanrights challenge today http://bit.ly/1FyDHYb  @MRFCJ @ URGthinktank @ TheCVFpic.twitter.com/VTahCWDW5s"";;@MRFCJ @ @;# #;""593541732891009024"";https://twitter.com/TheCVF/status/593541732891009024",,,
"PattoFaustiano;2015-04-29 17:25;0;0;""USDA Secretary: From ‘Not A Scientist’ To Climate Change Advocate http://b4in.org/jJDs"";;;;""593541664972611584"";https://twitter.com/PattoFaustiano/status/593541664972611584 ",,,,,,,,,,,"PattoFaustiano;2015-04-29 17:25;0;0;""USDA Secretary: From ‘Not A Scientist’ To Climate Change Advocate http://b4in.org/jJDs"";;;;""593541664972611584"";https://twitter.com/PattoFaustiano/status/593541664972611584  ",,,,,"PattoFaustiano;2015-04-29 17:25;0;0;""USDA Secretary: From ‘Not A Scientist’ To Climate Change Advocate http://b4in.org/jJDs"";;;;""593541664972611584"";https://twitter.com/PattoFaustiano/status/593541664972611584",,,
"AelitaQueen;2015-04-29 17:25;0;0;""USDA Secretary: From ‘Not A Scientist’ To Climate Change Advocate http://b4in.org/cIZr"";;;;""593541663735357441"";https://twitter.com/AelitaQueen/status/593541663735357441 ",,,,,,,,,,,"AelitaQueen;2015-04-29 17:25;0;0;""USDA Secretary: From ‘Not A Scientist’ To Climate Change Advocate http://b4in.org/cIZr"";;;;""593541663735357441"";https://twitter.com/AelitaQueen/status/593541663735357441  ",,,,,"AelitaQueen;2015-04-29 17:25;0;0;""USDA Secretary: From ‘Not A Scientist’ To Climate Change Advocate http://b4in.org/cIZr"";;;;""593541663735357441"";https://twitter.com/AelitaQueen/status/593541663735357441",,,
