tweets,,,,,,,,,,,tweets ,,,,,username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,
"BusinessGreener;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554378679803905"";https://twitter.com/BusinessGreener/status/593554378679803905 ",,,,,,,,,,,"BusinessGreener;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554378679803905"";https://twitter.com/BusinessGreener/status/593554378679803905  ",,,,,"BusinessGreener;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554378679803905"";https://twitter.com/BusinessGreener/status/593554378679803905",,,
"uGlobalGreen;2015-04-29 18:16;0;1;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554374418427904"";https://twitter.com/uGlobalGreen/status/593554374418427904 ",,,,,,,,,,,"uGlobalGreen;2015-04-29 18:16;0;1;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554374418427904"";https://twitter.com/uGlobalGreen/status/593554374418427904  ",,,,,"uGlobalGreen;2015-04-29 18:16;0;1;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554374418427904"";https://twitter.com/uGlobalGreen/status/593554374418427904",,,
"egurujobs;2015-04-29 18:16;0;0;""Program Manager - Climate Change / Sustainability - GHG: San… http://dlvr.it/9byF6D # ClimateChange # GreenhouseGas # sustainability"";;;# # #;""593554370622427138"";https://twitter.com/egurujobs/status/593554370622427138 ",,,,,,,,,,,"egurujobs;2015-04-29 18:16;0;0;""Program Manager - Climate Change / Sustainability - GHG: San… http://dlvr.it/9byF6D # ClimateChange # GreenhouseGas # sustainability"";;;# # #;""593554370622427138"";https://twitter.com/egurujobs/status/593554370622427138  ",,,,,"egurujobs;2015-04-29 18:16;0;0;""Program Manager - Climate Change / Sustainability - GHG: San… http://dlvr.it/9byF6D # ClimateChange # GreenhouseGas # sustainability"";;;# # #;""593554370622427138"";https://twitter.com/egurujobs/status/593554370622427138",,,
"climate_u;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554370593202176"";https://twitter.com/climate_u/status/593554370593202176 ",,,,,,,,,,,"climate_u;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554370593202176"";https://twitter.com/climate_u/status/593554370593202176  ",,,,,"climate_u;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554370593202176"";https://twitter.com/climate_u/status/593554370593202176",,,
"GoodBitDaily;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554366579236864"";https://twitter.com/GoodBitDaily/status/593554366579236864 ",,,,,,,,,,,"GoodBitDaily;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554366579236864"";https://twitter.com/GoodBitDaily/status/593554366579236864  ",,,,,"GoodBitDaily;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554366579236864"";https://twitter.com/GoodBitDaily/status/593554366579236864",,,
"uGreenNews;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554362015834113"";https://twitter.com/uGreenNews/status/593554362015834113 ",,,,,,,,,,,"uGreenNews;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554362015834113"";https://twitter.com/uGreenNews/status/593554362015834113  ",,,,,"uGreenNews;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554362015834113"";https://twitter.com/uGreenNews/status/593554362015834113",,,
"ClimateReach;2015-04-29 18:16;0;0;""Climate change: California governor orders drastic cut in greenhouse gas emissions http://bit.ly/1Aicnrg # ClimateChange"";;;#;""593554360639954945"";https://twitter.com/ClimateReach/status/593554360639954945 ",,,,,,,,,,,"ClimateReach;2015-04-29 18:16;0;0;""Climate change: California governor orders drastic cut in greenhouse gas emissions http://bit.ly/1Aicnrg # ClimateChange"";;;#;""593554360639954945"";https://twitter.com/ClimateReach/status/593554360639954945  ",,,,,"ClimateReach;2015-04-29 18:16;0;0;""Climate change: California governor orders drastic cut in greenhouse gas emissions http://bit.ly/1Aicnrg # ClimateChange"";;;#;""593554360639954945"";https://twitter.com/ClimateReach/status/593554360639954945",,,
"GreenUserDaily;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554358014451712"";https://twitter.com/GreenUserDaily/status/593554358014451712 ",,,,,,,,,,,"GreenUserDaily;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554358014451712"";https://twitter.com/GreenUserDaily/status/593554358014451712  ",,,,,"GreenUserDaily;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554358014451712"";https://twitter.com/GreenUserDaily/status/593554358014451712",,,
"GreenSafeNews;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554353950236672"";https://twitter.com/GreenSafeNews/status/593554353950236672 ",,,,,,,,,,,"GreenSafeNews;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554353950236672"";https://twitter.com/GreenSafeNews/status/593554353950236672  ",,,,,"GreenSafeNews;2015-04-29 18:16;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554353950236672"";https://twitter.com/GreenSafeNews/status/593554353950236672",,,
"iGreenKnowledge;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554350267637761"";https://twitter.com/iGreenKnowledge/status/593554350267637761 ",,,,,,,,,,,"iGreenKnowledge;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554350267637761"";https://twitter.com/iGreenKnowledge/status/593554350267637761  ",,,,,"iGreenKnowledge;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554350267637761"";https://twitter.com/iGreenKnowledge/status/593554350267637761",,,
"ContactNature;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554346765320192"";https://twitter.com/ContactNature/status/593554346765320192 ",,,,,,,,,,,"ContactNature;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554346765320192"";https://twitter.com/ContactNature/status/593554346765320192  ",,,,,"ContactNature;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554346765320192"";https://twitter.com/ContactNature/status/593554346765320192",,,
"ClimateNewsify;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554342956953600"";https://twitter.com/ClimateNewsify/status/593554342956953600 ",,,,,,,,,,,"ClimateNewsify;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554342956953600"";https://twitter.com/ClimateNewsify/status/593554342956953600  ",,,,,"ClimateNewsify;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554342956953600"";https://twitter.com/ClimateNewsify/status/593554342956953600",,,
"TheGreenerDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554339370835968"";https://twitter.com/TheGreenerDaily/status/593554339370835968 ",,,,,,,,,,,"TheGreenerDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554339370835968"";https://twitter.com/TheGreenerDaily/status/593554339370835968  ",,,,,"TheGreenerDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554339370835968"";https://twitter.com/TheGreenerDaily/status/593554339370835968",,,
"GreenerNewsNow;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554335449128960"";https://twitter.com/GreenerNewsNow/status/593554335449128960 ",,,,,,,,,,,"GreenerNewsNow;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554335449128960"";https://twitter.com/GreenerNewsNow/status/593554335449128960  ",,,,,"GreenerNewsNow;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554335449128960"";https://twitter.com/GreenerNewsNow/status/593554335449128960",,,
"iGreenNewsDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554331527438336"";https://twitter.com/iGreenNewsDaily/status/593554331527438336 ",,,,,,,,,,,"iGreenNewsDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554331527438336"";https://twitter.com/iGreenNewsDaily/status/593554331527438336  ",,,,,"iGreenNewsDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554331527438336"";https://twitter.com/iGreenNewsDaily/status/593554331527438336",,,
"ClimateInformer;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554327593209856"";https://twitter.com/ClimateInformer/status/593554327593209856 ",,,,,,,,,,,"ClimateInformer;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554327593209856"";https://twitter.com/ClimateInformer/status/593554327593209856  ",,,,,"ClimateInformer;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554327593209856"";https://twitter.com/ClimateInformer/status/593554327593209856",,,
"uGreenDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554323726012417"";https://twitter.com/uGreenDaily/status/593554323726012417 ",,,,,,,,,,,"uGreenDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554323726012417"";https://twitter.com/uGreenDaily/status/593554323726012417  ",,,,,"uGreenDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554323726012417"";https://twitter.com/uGreenDaily/status/593554323726012417",,,
"iEarthNewsDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554318382538752"";https://twitter.com/iEarthNewsDaily/status/593554318382538752 ",,,,,,,,,,,"iEarthNewsDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554318382538752"";https://twitter.com/iEarthNewsDaily/status/593554318382538752  ",,,,,"iEarthNewsDaily;2015-04-29 18:15;0;0;""Al Gore's climate change talk tomorrow will be livestreamed - UC Berkeley http://ift.tt/1HZQC7o"";;;;""593554318382538752"";https://twitter.com/iEarthNewsDaily/status/593554318382538752",,,
"Eco_Wife;2015-04-29 18:15;1;1;""Motherboard TV: The # Thorium Dream (Documentary): http://youtu.be/GQ9Ll5EX1jc # ActonClimate # climatechange"";;;# # #;""593554288917487616"";https://twitter.com/Eco_Wife/status/593554288917487616 ",,,,,,,,,,,"Eco_Wife;2015-04-29 18:15;1;1;""Motherboard TV: The # Thorium Dream (Documentary): http://youtu.be/GQ9Ll5EX1jc # ActonClimate # climatechange"";;;# # #;""593554288917487616"";https://twitter.com/Eco_Wife/status/593554288917487616  ",,,,,"Eco_Wife;2015-04-29 18:15;1;1;""Motherboard TV: The # Thorium Dream (Documentary): http://youtu.be/GQ9Ll5EX1jc # ActonClimate # climatechange"";;;# # #;""593554288917487616"";https://twitter.com/Eco_Wife/status/593554288917487616",,,
"eskigear;2015-04-29 18:15;0;0;""British Columbia skiing and climate change http://bit.ly/1PZM7Li"";;;;""593554263583784960"";https://twitter.com/eskigear/status/593554263583784960 ",,,,,,,,,,,"eskigear;2015-04-29 18:15;0;0;""British Columbia skiing and climate change http://bit.ly/1PZM7Li"";;;;""593554263583784960"";https://twitter.com/eskigear/status/593554263583784960  ",,,,,"eskigear;2015-04-29 18:15;0;0;""British Columbia skiing and climate change http://bit.ly/1PZM7Li"";;;;""593554263583784960"";https://twitter.com/eskigear/status/593554263583784960",,,
"lornepw;2015-04-29 18:15;0;0;""Pope attacked by climate change sceptics http://bit.ly/1DWXYRL#.VUFmBGOCE74.twitter … via @ mynewsana"";;@;#;""593554249075826688"";https://twitter.com/lornepw/status/593554249075826688 ",,,,,,,,,,,"lornepw;2015-04-29 18:15;0;0;""Pope attacked by climate change sceptics http://bit.ly/1DWXYRL#.VUFmBGOCE74.twitter … via @ mynewsana"";;@;#;""593554249075826688"";https://twitter.com/lornepw/status/593554249075826688  ",,,,,"lornepw;2015-04-29 18:15;0;0;""Pope attacked by climate change sceptics http://bit.ly/1DWXYRL#.VUFmBGOCE74.twitter … via @ mynewsana"";;@;#;""593554249075826688"";https://twitter.com/lornepw/status/593554249075826688",,,
"Jik447Scott;2015-04-29 18:15;0;0;""Gore has profited close to 200 millions dollars from climate change   there's big money in it. @TruthNWisdom @ tut5150"";;@TruthNWisdom @;;""593554248241033217"";https://twitter.com/Jik447Scott/status/593554248241033217",,,,,,,,,,,"Jik447Scott;2015-04-29 18:15;0;0;""Gore has profited close to 200 millions dollars from climate change   there's big money in it. @TruthNWisdom @ tut5150"";;@TruthNWisdom @;;""593554248241033217"";https://twitter.com/Jik447Scott/status/593554248241033217 ",,,,,"Jik447Scott;2015-04-29 18:15;0;0;""Gore has profited close to 200 millions dollars from climate change "," there's big money in it. @TruthNWisdom @ tut5150"";;@TruthNWisdom @;;""593554248241033217"";https://twitter.com/Jik447Scott/status/593554248241033217",,
"StoryRoute;2015-04-29 18:15;1;0;""The invisible organisms that threaten to make climate change much worse | @ scoopit http://sco.lt/5T7qb3"";;@;;""593554223863865344"";https://twitter.com/StoryRoute/status/593554223863865344 ",,,,,,,,,,,"StoryRoute;2015-04-29 18:15;1;0;""The invisible organisms that threaten to make climate change much worse | @ scoopit http://sco.lt/5T7qb3"";;@;;""593554223863865344"";https://twitter.com/StoryRoute/status/593554223863865344  ",,,,,"StoryRoute;2015-04-29 18:15;1;0;""The invisible organisms that threaten to make climate change much worse | @ scoopit http://sco.lt/5T7qb3"";;@;;""593554223863865344"";https://twitter.com/StoryRoute/status/593554223863865344",,,
"climateplan;2015-04-29 18:15;0;0;""MT @ CapitolCorridor: In climate change era  CA needs a robust",,,,,,,,,,,"climateplan;2015-04-29 18:15;0;0;""MT @ CapitolCorridor: In climate change era  CA needs a robust  seamless passenger rail system to meet environmental & economic goals."";;@;;""593554216083415040"";https://twitter.com/climateplan/status/593554216083415040",,,,,"climateplan;2015-04-29 18:15;0;0;""MT @ CapitolCorridor: In climate change era", CA needs a robust," seamless passenger rail system to meet environmental & economic goals."";;@;;""593554216083415040"";https://twitter.com/climateplan/status/593554216083415040",
"Culbs;2015-04-29 18:15;0;0;""Big Oil Is About to Lose Control of the Auto Industry. @ Toyota @ Honda # ClimateChange http://ln.is/www.bloomberg.com/ne/ItSZE …"";;@ @;#;""593554206247772160"";https://twitter.com/Culbs/status/593554206247772160 ",,,,,,,,,,,"Culbs;2015-04-29 18:15;0;0;""Big Oil Is About to Lose Control of the Auto Industry. @ Toyota @ Honda # ClimateChange http://ln.is/www.bloomberg.com/ne/ItSZE …"";;@ @;#;""593554206247772160"";https://twitter.com/Culbs/status/593554206247772160  ",,,,,"Culbs;2015-04-29 18:15;0;0;""Big Oil Is About to Lose Control of the Auto Industry. @ Toyota @ Honda # ClimateChange http://ln.is/www.bloomberg.com/ne/ItSZE …"";;@ @;#;""593554206247772160"";https://twitter.com/Culbs/status/593554206247772160",,,
"TheSolarStore;2015-04-29 18:15;0;0;""Is 2015 The Year Soil Becomes Climate Change’s Hottest Topic? http://ow.ly/MiR9n"";;;;""593554202527461376"";https://twitter.com/TheSolarStore/status/593554202527461376 ",,,,,,,,,,,"TheSolarStore;2015-04-29 18:15;0;0;""Is 2015 The Year Soil Becomes Climate Change’s Hottest Topic? http://ow.ly/MiR9n"";;;;""593554202527461376"";https://twitter.com/TheSolarStore/status/593554202527461376  ",,,,,"TheSolarStore;2015-04-29 18:15;0;0;""Is 2015 The Year Soil Becomes Climate Change’s Hottest Topic? http://ow.ly/MiR9n"";;;;""593554202527461376"";https://twitter.com/TheSolarStore/status/593554202527461376",,,
"bpblog2;2015-04-29 18:15;2;0;""RT Vatican and U.N. Team Up on Climate Change Against Skeptics http://ow.ly/MfRTH"";;;;""593554180637331456"";https://twitter.com/bpblog2/status/593554180637331456 ",,,,,,,,,,,"bpblog2;2015-04-29 18:15;2;0;""RT Vatican and U.N. Team Up on Climate Change Against Skeptics http://ow.ly/MfRTH"";;;;""593554180637331456"";https://twitter.com/bpblog2/status/593554180637331456  ",,,,,"bpblog2;2015-04-29 18:15;2;0;""RT Vatican and U.N. Team Up on Climate Change Against Skeptics http://ow.ly/MfRTH"";;;;""593554180637331456"";https://twitter.com/bpblog2/status/593554180637331456",,,
"moxey51;2015-04-29 18:15;0;0;""@ HuffingtonPost fake climate change is not in mankind's control"";;@;;""593554126987898880"";https://twitter.com/moxey51/status/593554126987898880 ",,,,,,,,,,,"moxey51;2015-04-29 18:15;0;0;""@ HuffingtonPost fake climate change is not in mankind's control"";;@;;""593554126987898880"";https://twitter.com/moxey51/status/593554126987898880  ",,,,,"moxey51;2015-04-29 18:15;0;0;""@ HuffingtonPost fake climate change is not in mankind's control"";;@;;""593554126987898880"";https://twitter.com/moxey51/status/593554126987898880",,,
"BasiaDiug;2015-04-29 18:14;0;0;""This is our future.Climate change will significantly affect Australians’ health report finds http://gu.com/p/48vmc/stw # sphpm # climateactionNOW"";;;# #;""593554084818354176"";https://twitter.com/BasiaDiug/status/593554084818354176 ",,,,,,,,,,,"BasiaDiug;2015-04-29 18:14;0;0;""This is our future.Climate change will significantly affect Australians’ health report finds http://gu.com/p/48vmc/stw # sphpm # climateactionNOW"";;;# #;""593554084818354176"";https://twitter.com/BasiaDiug/status/593554084818354176  ",,,,,"BasiaDiug;2015-04-29 18:14;0;0;""This is our future.Climate change will significantly affect Australians’ health report finds http://gu.com/p/48vmc/stw # sphpm # climateactionNOW"";;;# #;""593554084818354176"";https://twitter.com/BasiaDiug/status/593554084818354176",,,
"Misology;2015-04-29 18:14;0;0;""OFA – Colorado 1 hr · American farmers can lead new innovation that combats climate change. Here's how the Obama... http://fb.me/49PqbZYyk"";;;;""593553952706273280"";https://twitter.com/Misology/status/593553952706273280 ",,,,,,,,,,,"Misology;2015-04-29 18:14;0;0;""OFA – Colorado 1 hr · American farmers can lead new innovation that combats climate change. Here's how the Obama... http://fb.me/49PqbZYyk"";;;;""593553952706273280"";https://twitter.com/Misology/status/593553952706273280  ",,,,,"Misology;2015-04-29 18:14;0;0;""OFA – Colorado 1 hr · American farmers can lead new innovation that combats climate change. Here's how the Obama... http://fb.me/49PqbZYyk"";;;;""593553952706273280"";https://twitter.com/Misology/status/593553952706273280",,,
"coffeechasen;2015-04-29 18:14;0;0;""Say it ain't so! # Coffee production is declining due to climate change! http://buff.ly/1OE0xn0"";;;#;""593553869470306305"";https://twitter.com/coffeechasen/status/593553869470306305 ",,,,,,,,,,,"coffeechasen;2015-04-29 18:14;0;0;""Say it ain't so! # Coffee production is declining due to climate change! http://buff.ly/1OE0xn0"";;;#;""593553869470306305"";https://twitter.com/coffeechasen/status/593553869470306305  ",,,,,"coffeechasen;2015-04-29 18:14;0;0;""Say it ain't so! # Coffee production is declining due to climate change! http://buff.ly/1OE0xn0"";;;#;""593553869470306305"";https://twitter.com/coffeechasen/status/593553869470306305",,,
"joelle_gamble;2015-04-29 18:13;0;0;""Join me  @ billmckibben of @ 350 ",,,,,,,,,,,"joelle_gamble;2015-04-29 18:13;0;0;""Join me  @ billmckibben of @ 350   @ VivaRoosevelt and @ endowmentethics on a climate change webinar tomorrow:http://bit.ly/rooenviro"";;@ @ @ @;;""593553788318916608"";https://twitter.com/joelle_gamble/status/593553788318916608",,,,,"joelle_gamble;2015-04-29 18:13;0;0;""Join me", @ billmckibben of @ 350 ," @ VivaRoosevelt and @ endowmentethics on a climate change webinar tomorrow:http://bit.ly/rooenviro"";;@ @ @ @;;""593553788318916608"";https://twitter.com/joelle_gamble/status/593553788318916608",
"GatesDigital;2015-04-29 18:13;0;0;""Spotlight on green news & views: Cities engage on climate change  anger translator",,,,,,,,,,,"GatesDigital;2015-04-29 18:13;0;0;""Spotlight on green news & views: Cities engage on climate change  anger translator  ... - http://livingstrongtv.com/2015/04/29/spotlight-on-green-news-views-cities-engage-on-climate-change-anger-translator-extreme-weather/ …pic.twitter.com/VonA4QGBQp"";;;;""593553758702833664"";https://twitter.com/GatesDigital/status/593553758702833664",,,,,"GatesDigital;2015-04-29 18:13;0;0;""Spotlight on green news & views: Cities engage on climate change", anger translator," ... - http://livingstrongtv.com/2015/04/29/spotlight-on-green-news-views-cities-engage-on-climate-change-anger-translator-extreme-weather/ …pic.twitter.com/VonA4QGBQp"";;;;""593553758702833664"";https://twitter.com/GatesDigital/status/593553758702833664",
"GypsySpirit46;2015-04-29 18:13;0;0;""Climate change  women's issues...how about women priests?? Not likely # PopeFrancis: Gender pay gap is ""pure scandal"" http://www.cbsnews.com/news/pope-francis-gender-pay-gap-is-pure-scandal …"";;;#;""593553755422990336"";https://twitter.com/GypsySpirit46/status/593553755422990336",,,,,,,,,,,"GypsySpirit46;2015-04-29 18:13;0;0;""Climate change  women's issues...how about women priests?? Not likely # PopeFrancis: Gender pay gap is ""pure scandal"" http://www.cbsnews.com/news/pope-francis-gender-pay-gap-is-pure-scandal …"";;;#;""593553755422990336"";https://twitter.com/GypsySpirit46/status/593553755422990336 ",,,,,"GypsySpirit46;2015-04-29 18:13;0;0;""Climate change"," women's issues...how about women priests?? Not likely # PopeFrancis: Gender pay gap is ""pure scandal"" http://www.cbsnews.com/news/pope-francis-gender-pay-gap-is-pure-scandal …"";;;#;""593553755422990336"";https://twitter.com/GypsySpirit46/status/593553755422990336",,
"Erinstormchick;2015-04-29 18:13;0;0;""Old and New Glacier Photos Show Devastating Climate Change Effects http://fb.me/6vpGekKx4"";;;;""593553704688680960"";https://twitter.com/Erinstormchick/status/593553704688680960 ",,,,,,,,,,,"Erinstormchick;2015-04-29 18:13;0;0;""Old and New Glacier Photos Show Devastating Climate Change Effects http://fb.me/6vpGekKx4"";;;;""593553704688680960"";https://twitter.com/Erinstormchick/status/593553704688680960  ",,,,,"Erinstormchick;2015-04-29 18:13;0;0;""Old and New Glacier Photos Show Devastating Climate Change Effects http://fb.me/6vpGekKx4"";;;;""593553704688680960"";https://twitter.com/Erinstormchick/status/593553704688680960",,,
"mirogeorgiev97;2015-04-29 18:13;0;0;""UM researcher Forest canopies buffer against climate change http://www.eurekalert.org/pub_releases/2015-04/tuom-urf042915.php … via @ instapaper"";;@;;""593553695813414912"";https://twitter.com/mirogeorgiev97/status/593553695813414912 ",,,,,,,,,,,"mirogeorgiev97;2015-04-29 18:13;0;0;""UM researcher Forest canopies buffer against climate change http://www.eurekalert.org/pub_releases/2015-04/tuom-urf042915.php … via @ instapaper"";;@;;""593553695813414912"";https://twitter.com/mirogeorgiev97/status/593553695813414912  ",,,,,"mirogeorgiev97;2015-04-29 18:13;0;0;""UM researcher Forest canopies buffer against climate change http://www.eurekalert.org/pub_releases/2015-04/tuom-urf042915.php … via @ instapaper"";;@;;""593553695813414912"";https://twitter.com/mirogeorgiev97/status/593553695813414912",,,
"chocolatemamama;2015-04-29 18:13;0;0;""My mom says climate change is okay because the bible says the Earth will end in fire....this is why I hate religion"";;;;""593553619858886657"";https://twitter.com/chocolatemamama/status/593553619858886657 ",,,,,,,,,,,"chocolatemamama;2015-04-29 18:13;0;0;""My mom says climate change is okay because the bible says the Earth will end in fire....this is why I hate religion"";;;;""593553619858886657"";https://twitter.com/chocolatemamama/status/593553619858886657  ",,,,,"chocolatemamama;2015-04-29 18:13;0;0;""My mom says climate change is okay because the bible says the Earth will end in fire....this is why I hate religion"";;;;""593553619858886657"";https://twitter.com/chocolatemamama/status/593553619858886657",,,
"fabspam;2015-04-29 18:13;0;0;""Demand Climate Change Action Now http://tak.pt/i/E5Ley-kG  via @ TakePart"";;@;;""593553609624842242"";https://twitter.com/fabspam/status/593553609624842242 ",,,,,,,,,,,"fabspam;2015-04-29 18:13;0;0;""Demand Climate Change Action Now http://tak.pt/i/E5Ley-kG  via @ TakePart"";;@;;""593553609624842242"";https://twitter.com/fabspam/status/593553609624842242  ",,,,,"fabspam;2015-04-29 18:13;0;0;""Demand Climate Change Action Now http://tak.pt/i/E5Ley-kG  via @ TakePart"";;@;;""593553609624842242"";https://twitter.com/fabspam/status/593553609624842242",,,
"hasandaimbasri;2015-04-29 18:12;0;0;""Climate change Weather extremes linked to warming http://www.nature.com/nature/journal/v520/n7549/full/520589b.html … Shared from Google News & Weather"";;;;""593553444096450561"";https://twitter.com/hasandaimbasri/status/593553444096450561 ",,,,,,,,,,,"hasandaimbasri;2015-04-29 18:12;0;0;""Climate change Weather extremes linked to warming http://www.nature.com/nature/journal/v520/n7549/full/520589b.html … Shared from Google News & Weather"";;;;""593553444096450561"";https://twitter.com/hasandaimbasri/status/593553444096450561  ",,,,,"hasandaimbasri;2015-04-29 18:12;0;0;""Climate change Weather extremes linked to warming http://www.nature.com/nature/journal/v520/n7549/full/520589b.html … Shared from Google News & Weather"";;;;""593553444096450561"";https://twitter.com/hasandaimbasri/status/593553444096450561",,,
